audio,text
wavs/148_trim_01.wav,ที่ เหมาะ สม กับ อา กาด และ สะ พาบ แวด ล้อม นอก จาก นั้น แล้ว ยัง พัว พัน ไป เถิง กาน ปก ปัก ฮัก สา ด้วย วิ ที กาน อื่นๆ ตื่ม อีก
wavs/149_trim_01.wav,เซ่น เฮ็ด ฮั้ว อ้อม ต้น ไม้ แต่ ละ ต้น เพื่อ บ่อ ให้ งัว ควาย หลือ สัด เลี้ยง เข้า ไป กิน
wavs/150_trim.wav,นับ ทัง เสีย หย้า ข้า ฮุ่น หด น้ำ ใน เว ลา ต้น ไม้ บ่อ ทัน ใหย่ โดย สะ เพาะ ละ ดู แล้ง เพาะ ญ้าน ต้น ไม้ ตาย แดด
wavs/151_trim.wav,นี้ แม่น มาด ตะ กาน ทัง เป็น วิ ที กาน เพื่อ เฮ็ด ให้ ต้น ไม้ ที่ เฮา ลง มือ ปูก ไป แล้ว บ่อ ให้ มัน
wavs/152_trim_01.wav,สูน หาย หลือ ตาย ไป ย้อน ขาด กาน เอา ใจ ใส่ ดู แล
wavs/153_trim.wav,ใน หลาย ปี ผ่าน มา กาน ปูก ต้น ไม้ อยู่ ส ป ป ลาว พวก เฮา เห็น ว่า เป็น ขะ บวน ฟด ฟื้น พอ สม ควน
wavs/154_trim.wav,เสีย แต่ ว่า บาด ปูก ไป แล้ว ส่วน หลาย ขาด กาน เอา ใจ ใส่ ดู แล
wavs/155_trim.wav,จึ่ง เฮ็ด ให้ ต้น ไม้ สูน หาย ตาย ดับ เป็น จำ นวน บ่อ หน้อย
wavs/156_trim_01.wav,ยิ่ง ไป กว่า นั้น ยัง พา กัน ตัด หลาย กว่า กาน ปูก จึ่ง เฮ็ด ให้ ต้น ไม้ ใน ผืน ป่า นับ มื้อ กุด เหี้ยน สูน หาย ไป เลื้อยๆ
wavs/157_trim.wav,จาก ข้อ มูน ของ กะ ซวง กะ สิ กำ และ ป่า ไม้ ใน ปี หนึ่ง พัน เก้า ฮ้อย สี่ สิบ
wavs/158_trim.wav,กาน ปก หุ้ม ป่า ไม้ ใน ทั่ว ปะ เทด มี ปะ มาน เจ็ด สิบ เปอ เซ็น ของ เนื้อ ที่ ใน ทั่ว ปะ เทด
wavs/159_trim_01.wav,มา ฮอด ปี สอง พัน สิบ แปด เหลือ เพียง สี่ สิบ เปอ เซ็น และ ค่อยๆ หลุด ลง ใน แต่ ละ ปี
wavs/160_trim.wav,ใน กอง ปะ ซุม สะ พา แห่ง ซาด ว่า ด้วย แผน แม่ บด จัด สัน ที่ ดิน แห่ง ซาด ฮอด ปี สอง พัน สาม สิบ
wavs/161_trim.wav,ต้อง สู้ ซน ให้ มี ป่า ปก หุ้ม เจ็ด สิบ เปอ เซ็น ของ เนื้อ ที่ ทัง หมด ทั่ว ปะ เทด
wavs/162_trim.wav,ใน นี้ ปะ กอบ ด้วย ป่า สะ หงวน สี่ จุด เจ็ด ล้าน เฮ็ก ต้า ป่า ป้อง กัน แปด จุด สอง ล้าน เฮ็ก ต้า
wavs/163_trim_01.wav,ป่า ผะ ลิด สาม จุด หนึ่ง ล้าน เฮ็ก ต้า และ พื้น ที่ ป่า ปูก ห้า แสน เฮ็ก ต้า
wavs/164_trim_01.wav,แต่ ตัว จิง จะ ได้ หลือ บ่อ นั้น มัน กอ ขึ้น กับ ทุก คน
wavs/165_trim.wav,เพาะ ผ่าน มา เห็น ว่า กาน ตัด ไม้ ทำ ลาย ป่า แม่น หลาย กว่า กาน ปูก ไม้ ให้ เป็น ป่า
wavs/166_trim_01.wav,สำ ลับ ปี นี้ ขะ บวน กาน ปูก ต้น ไม้ เห็น ว่า ฟด ฟื้น พอ สม ควน
wavs/167_trim_01.wav,โดย สะ เพาะ มี กาน นำ สูง สุด ของ ปะ เทด ได้ เป็น แบบ อย่าง นำ พา
wavs/168_trim_01.wav,ดั่ง ใน วัน ที หนึ่ง มิ ถุ นา ผ่าน มา ท่าน ปะ ทาน ปะ เทด ทอง ลุน สี สุ ลิด
